Genre,Rating,from,times,to
ic_gen,G,Джеймс,20.0,Лили
ic_het,NC-17,Волан-де-Морт,4.0,Гермиона Грейнджер
ic_het,R,Гарри Поттер,5.0,Полумна Лавгуд
ic_het,R,Лаванда Браун,61.0,Рон Уизли
ic_slash,PG-13,Гермиона Грейнджер,5.0,Северус Снейп
ic_gen,PG-13,Драко Малфой,15.0,ОЖП
ic_het,NC-17,Гермиона Грейнджер,1.0,Джеймс Сириус Поттер
ic_het,PG-13,Джеймс Поттер,1.0,Лили Эванс.
ic_slash,PG-13,Гарри Поттер,40.0,Северус
ic_slash,G,Гарри Поттер,66.0,Том Марволо Реддл
ic_het,R,Драко Малфой,14.0,Пэнси Паркинсон
ic_het,R,Гарри Поттер,6.0,Пэнси Паркинсон
ic_het,R,Сириус Блэк III,1.0,Эммелина Вэнс
ic_het,R,ОЖП,3.0,Эван Розье
ic_het,R,Луна Лавгуд,6.0,Теодор Нотт
ic_het,R,Гарри Поттер,1.0,Трейси Дэвис
ic_het,R,Виктор Крам,31.0,Гермиона Грейнджер
ic_het,R,Гарри Поттер,19.0,Панси Паркинсон
ic_het,R,Барти Крауч мл.,2.0,ОЖП
ic_gen,G,Лили,17.0,Северус
ic_het,R,Барти Крауч Мл. Вальбурга Блэк Орион блэк,1.0,Сириус Блэк
ic_mixed,NC-17,Арагорн,1.0,Эраглин - основной
ic_het,R, Саша,1.0,Гарри 
ic_slash,NC-17,Блейз,1.0,Драко Малфой
ic_het,PG-13,fem!Сал Фишер,1.0,Ларри Джонсон
ic_het,PG-13,Мария Меривезер ,1.0,Робин Де Нуар
ic_het,PG-13,Беллатрикс Блэк,1.0,Регулус Блэк
ic_het,NC-21,Гермиона Грейнджер,20.0,Северус Снейп
ic_het,NC-17,Блейз Забини,33.0,Панси Паркинсон
ic_slash,NC-17,ГП,17.0,ЛМ
ic_het,G,Лили Поттер,97.0,Северус Снейп
ic_slash,G,Драко Малфой,11.0,Рон Уизли
ic_slash,R,Гарри Поттер,27.0,Рон Уизли
ic_gen,R,Розмерта,1.0,Тобиас
ic_gen,G,Билл,1.0,Флёр
ic_het,R,Гарри Поттер,1.0,Новый персонаж
ic_slash,PG-13,ГП,73.0,ДМ
ic_het,R, Гермиона Грейнджер,15.0,Драко Малфой
ic_slash,NC-17,Альбус Дамблдор,42.0,Геллерт Гриндевальд
ic_het,NC-17,ОЖП,7.0,Теодор Нотт
ic_het,NC-17,Гарри Поттер,33.0,ОЖП
ic_slash,PG-13,Бекхён,1.0,Чанёль
ic_slash,NC-17,Гарри Поттер,108.0,Люциус Малфой
ic_slash,NC-17,Блейз Забини,16.0,Гермиона Грейнджер
ic_gen,G,Альбус Дамблдор,4.0,Минерва Макгонагалл
ic_het,R,fem!Гарри Поттер,3.0,Виктор Крам
ic_gen,PG-13,Грейнджер,2.0,Малфой
ic_slash,NC-21,Гарри Поттер,4.0,Рон Уизли
ic_slash,R,Гермиона Грейнджер,57.0,Рон Уизли
ic_het,NC-21, Гермиона Грейнджер,1.0,Драко Малфой 
ic_gen,R,Люциус Малфой,18.0,Нарцисса Малфой
ic_femslash,NC-17,Астория Гринграсс,2.0,Нарцисса Малфой
ic_femslash,NC-17,Гермиона Грейнджер,3.0,Лаванда Браун
ic_het,PG-13, Артур Уизли,1.0,Молли Уизли 
ic_het,NC-17,fem!Гарри Поттер,9.0,Том Марволо Реддл
ic_het,R,ОЖП,57.0,Фред Уизли
ic_het,R,Джордж Уизли,39.0,ОЖП
ic_het,R,Джинни Уизли,3.0,ОМП
ic_het,G,Джеймс Поттер,35.0,Лили Эванс
ic_het,PG-13,Блейз Забини,9.0,Пэнси Паркинсон
ic_het,R,ЛМ,1.0,ОЖП
ic_het,R,Люциус Малфой,13.0,ОЖП
ic_het,R,Джинни Уизли,59.0,Драко Малфой
ic_het,R,ОЖП,62.0,ОМП
ic_het,PG-13,Оливер Вуд,1.0,фем Гарри Поттер
ic_het,R,Марлин Маккиннон,45.0,Сириус Блэк III
ic_het,NC-17,Марлин Маккиннон,22.0,Сириус Блэк III
ic_slash,NC-17,Альбус Дамблдор,50.0,Геллерт Гриндельвальд
ic_gen,G,Лукреция,1.0,Чезаре!Гарри Поттер
ic_slash,PG-13,Драко Малфой,1.0,м
ic_het,R,...,1.0,ГП
ic_gen,G,Гарри Поттер,63.0,Джинни Уизли
ic_gen,G,Гермиона Грейнджер,54.0,Рон Уизли
ic_het,PG-13,Абраксас Малфой,3.0,ОЖП
ic_het,PG-13,ОЖП,46.0,Том Марволо Реддл
ic_het,G,Гермиона Грейнджер,16.0,Джордж Уизли
ic_mixed,G,Люциус Малфой,1.0,Скабиор
ic_het,R,Лили Луна,1.0,Тедди
ic_het,PG-13,Марлин Маккиннон,1.0,Сириус Блэк II
ic_het,NC-17,Гарри Поттер,7.0,Чжоу Чанг
ic_gen,PG-13,Габриэль Делакур,4.0,Гарри Поттер
ic_het,PG-13,Гермиона Грейнджер,23.0,Сириус Блэк
ic_het,PG-13,ОЖП,17.0,Оливер Вуд
ic_het,PG-13,Сириус Блэк,1.0,новый женский персонаж
ic_het,PG-13,Акация Лонгботтом,1.0,Джеймс Сириус Поттер
ic_het,PG-13,Блейз Забини,24.0,Гермиона Грейнджер
ic_slash,PG-13,Джеймс Поттер,27.0,Северус Снейп
ic_gen,R,Гарри Поттер,16.0,Драко Малфой
ic_gen,R,Джинни Уизли,2.0,Драко Малфой
ic_het,NC-17,Нарцисса Малфой,1.0,Регулус Блэк
ic_het,G,Пэнси,1.0,Рон Уизли
ic_gen,PG-13,Гарри Поттер,2.0,Рон Уизли
ic_het,G,ГГ,7.0,СС
ic_gen,R,ОЖП,14.0,Том Марволо Реддл
ic_slash,NC-17,ОМП,16.0,Северус Снейп
ic_slash,PG-13,ОМП,3.0,ОМП
ic_slash,R,Гарри Поттер,1.0,Тедди Люпин
ic_femslash,PG-13,Беллатриса Лестрейндж,2.0,Рита Скитер
ic_het,NC-17,Дафна Гринграсс,11.0,Теодор Нотт
ic_het,NC-17,Драко Малфой,1.0,Камелия Нотт
ic_het,NC-17,Гарри Поттер,1.0,Камелия Нотт
ic_het,G,Гарри Поттер,21.0,Джинни
ic_het,R,Гермиона Грейнджер,4.0,Кормак Маклагген
ic_het,NC-17,Гермиона Грейнджер,1.0,Саурон
ic_femslash,PG-13,Гермиона Грейнджер,4.0,Луна
ic_het,R,Меропа,1.0,Том Марволо Реддл
ic_het,R,Люпин,2.0,Тонкс
ic_mixed,PG-13,Гермиона Грейнджер,26.0,Рон Уизли
ic_het,G,Марлин МакКиннон,8.0,Сириус Блэк
ic_het,PG-13,Гермиона Грейнджер,3.0,Том Риддл
ic_mixed,NC-17,Гарри Поттер,3.0,Эдвард Каллен
ic_mixed,NC-17,Виктор Крам,2.0,Гермиона Грейнджер
ic_het,NC-17,?,2.0,Гарри Поттер
ic_het,R,Минерва Макгонагалл,11.0,Северус Снейп
ic_het,R,Минерва Макгонагалл,4.0,Элфинстоун Урхарт
ic_het,R,Гермиона Грейнджер,1.0,Себастьян Моргенштерн
ic_slash,NC-17,Волдеморт,14.0,Гарри Поттер
ic_gen,G,Ожп,2.0,Северус Снейп
ic_het,G, Северус Снейп,1.0,Гермиона Грейнджер
ic_gen,G,Гарри Поттер,9.0,Джинни
ic_gen,NC-17,Гарри Поттер,9.0,Драко Малфой
ic_gen,NC-17,Гермиона Грейнджер,8.0,Рон Уизли
ic_gen,NC-17,Дин Томас,2.0,Симус Финниган
ic_het,R,Драко Малфой,1.0,Куинн Риган О‘Ши-Хэйс
ic_het,G,Салазар Слизерин,1.0,Хелена Райвенло
ic_het,PG-13,Елена Когтевран,1.0,Салазар Слизерин
ic_mixed,PG-13,НЖП;,1.0,Сириус Блэк
ic_het,NC-17,Джинни Уизли,1.0,Сириус Блэк III
ic_het,NC-17,Блейз Забини,1.0,Фред Уизли
ic_het,G,Антонин Долохов,1.0,Беллатриса Лейстрейндж
ic_het,PG-13,Джеймс Поттер,1.0,Том Марволо Реддл
ic_het,PG-13,Лили Эванс,28.0,Северус Снейп
ic_article,R, почти все предложенные фанатами варианты.,1.0,Сириус Блэк
ic_femslash,NC-17,Луна Лавгуд,1.0,Невилл Лонгботтом
ic_het,PG-13,Беллатриса Лестрейндж,1.0,Хидан
ic_gen,PG-13,ОЖП,1.0,Оливер
ic_gen,G,Гарри Поттер,46.0,Гермиона Грейнджер
ic_gen,G,Живоглот,1.0,ОЖП
ic_het,PG-13,Альбус Дамблдор,33.0,Минерва Макгонагалл
ic_het,PG-13,Александра,1.0,Илон Туккер
ic_slash,NC-17,Регулус Блэк,4.0,Северус Снейп
ic_slash,NC-17,Альбус Северус Поттер,18.0,Скорпиус Гиперион Малфой
ic_het,PG-13,Гермиона Грейнджер,9.0,Регулус Блэк
ic_slash,PG-13,Драко Малфой,54.0,Рон Уизли
ic_slash,NC-17, Драко Малфой,17.0,Гарри Поттер 
ic_slash,PG-13,Люциус Малфой,7.0,Сириус Блэк
ic_het,NC-17, Гермиона Грейнджер,5.0,Северус Снейп
ic_het,PG-13,Оскар Феллинс,1.0,Пенни Паддингтон
ic_het,PG-13,Альбус Дамблдор,1.0,НЖП
ic_slash,NC-17,Гарри-неко,1.0,Том Марволо Реддл
ic_mixed,NC-17,Гермиона Грейнджер,1.0,Парвати Патил
ic_mixed,NC-17,Гермиона Грейнджер,1.0,Симус Финниган
ic_mixed,NC-17,Гермиона Грейнджер,1.0,Чжоу Чанг
ic_mixed,NC-17,Гермиона Грейнджер,1.0,Захария Смит
ic_slash,NC-17,Джордж Уизли,51.0,Фред Уизли
ic_gen,G,Лили Поттер,37.0,Северус Снейп
ic_het,G,Хороми Сакугава,1.0,нПрофессор Нолледж
ic_het,PG-13,Джинни Уизли,9.0,Северус Снейп
ic_gen,G, Марлин,1.0,Сириус
ic_slash,PG-13,Люциус Малфой,49.0,Северус Снейп
ic_gen,G,Марлин Маккиннон,11.0,Сириус Блэк III
ic_het,PG-13,НЖП,6.0,СС
ic_het,R,Гарри Поттер,1.0,Хедвиг
ic_gen,PG-13,Драко Малфой,2.0,Полумна Лавгуд
ic_het,PG-13, Драко Малфой,19.0,Гермиона Грейнджер
ic_het,PG-13,Гермиона Грейнджер,11.0,Люциус
ic_het,R,Гермиона Грейнджер,25.0,Теодор Нотт
ic_slash,PG-13,Билл Уизли,4.0,Чарли Уизли
ic_slash,NC-17,Люциус Малфой,10.0,Том Марволо Реддл
ic_het,PG-13,Гермиона Грейнджер,4.0,Снейп
ic_gen,PG-13,Люциус Малфой,37.0,Нарцисса Малфой
ic_mixed,R,Профессор,1.0,студентка
ic_mixed,R, Гарри Поттер,1.0,Драко Малфой
ic_slash,NC-17,Маркус Флинт,64.0,Оливер Вуд
ic_het,R,Драко Малфой,4.0,Лили Луна Поттер
ic_slash,G,Гарри Поттер,3.0,Седрик Диггори
ic_mixed,PG-13,Гермиона Грейнджер,1.0,Стив Роджерс
ic_het,PG-13,Бартемиус Крауч-мл.,1.0,Луна Лавгуд
ic_het,PG-13, Драко Малфой,1.0,Гаррет Поттер 
ic_het,PG-13,Блейз Забини,28.0,Джинни Уизли
ic_slash,R,Гарри Поттер,8.0,Сириус Блэк III
ic_het,NC-17,Рон Уизли,1.0,Флер Делакур
ic_het,PG-13,Гарри Поттер,11.0,Флёр Делакур
ic_slash,NC-17,ОЖП,3.0,ОМП
ic_slash,R,Поттер,12.0,Снейп
ic_slash,NC-17,ГП,166.0,СС
ic_slash,PG-13,Гарри Поттер,1.0,Северус и другие
ic_het,PG-13, Луна Лавгуд,1.0,Люциус Малфой 
ic_het,NC-21,Гермиона Грейнджер,1.0,Том Марволо Реддл
ic_femslash,NC-17,Нарцисса Малфой,1.0,ОЖП
ic_femslash,NC-17,Гермиона Грейнджер,1.0,Драко Малфой
ic_het,PG-13,НЖП,3.0,Северус Снейп
ic_slash,PG-13,Мин Юнги,21.0,Пак Чимин
ic_slash,NC-17,Джеймс,4.0,Сириус
ic_femslash,PG-13,Лаванда Браун,1.0,Падма Патил
ic_het,NC-17,Гермиона Грейнджер,98.0,Том Марволо Реддл
ic_slash,PG-13,Виктор Никифоров,11.0,Юри Кацуки
ic_slash,PG-13,Отабек Алтын,6.0,Юрий Плисецкий
ic_het,NC-17,Гермиона Грэйнджэр,1.0,Драко Малфой
ic_het,G,Лили Эванс,24.0,Северус Снейп
ic_het,R,Астория Гринграсс,54.0,Драко Малфой
ic_slash,NC-17,Люциус Малфой,1.0,Скабиор
ic_het,G,Дорея Блэк,1.0,Чарльз Поттер
ic_het,PG-13,Минерва Макгонагалл,24.0,Северус Снейп
ic_het,PG-13,Геллерт Гриндельвальд,1.0,ОЖП
ic_het,PG-13,Антонин Долохов,3.0,ОЖП
ic_gen,G,Джеймс Поттер,7.0,Лили Эванс
ic_het,PG-13,ОЖП,12.0,Рон Уизли
ic_slash,NC-17,Северус Снейп,17.0,Сириус Блэк
ic_slash,R,Гарри Поттер,1.0,Питер Паркер
ic_slash,R,Ким Тэхён,9.0,Чон Чонгук
ic_het,R,ОЖП,13.0,Седрик Диггори
ic_het,R,Анджелина Джонсон,15.0,Фред Уизли
ic_het,R,Кэти Белл,4.0,Фред Уизли
ic_het,R,Беллатрикс,1.0,Люциус
ic_het,NC-17,Перси Уизли,1.0,Пэнси Паркинсон
ic_gen,R,fem!Ремус Люпин,1.0,Сириус Блэк III
ic_het,NC-17,ОЖП,103.0,Северус Снейп
ic_het,PG-13,Марлин,20.0,Сириус
ic_het,PG-13,Беллатриса.,1.0,Гарри Поттер
ic_het,R,ОЖП,23.0,Ремус Люпин
ic_gen,PG-13,Лили Луна Поттер,10.0,Скорпиус Гиперион Малфой
ic_slash,PG-13,Гарри Поттер,35.0,Люциус Малфой
ic_slash,R,Ремус Люпин,27.0,Сириус Блэк
ic_slash,G,Альбус,3.0,Скорпиус
ic_het,R,Драко Малфой,1.0,Эшли Хокс
ic_het,NC-17,Галина Рогозина,1.0,Северус Снейп
ic_gen,G,Тобиас Снейп,3.0,Эйлин Принц
ic_gen,G,Гермиона Грейнджер,25.0,Северус Снейп
ic_slash,NC-17,Регулус Блэк,1.0,Сириус Блэк
ic_slash,R,Блейз Забини,5.0,Драко Малфой
ic_het,NC-17,ОЖП,46.0,Сириус Блэк III
ic_het,G,Лили Луна Поттер,3.0,Эдвард Римус Люпин
ic_slash,R,Шокичи Наруко,1.0,Шунске Имаизуми 
ic_gen,G, Гермиона Грейнджер,1.0,Фред Уизли
ic_het,PG-13,Гермиона Грейнджер,29.0,Северус
ic_het,R,Панси Паркинсон,11.0,Теодор Нотт
ic_slash,R,Грэхем Монтегю,2.0,Фред Уизли
ic_het,G,Ты,1.0,Фред Уизли
